Season,Date,Visitor/Neutral,V_PTS,Home/Neutral,H_PTS,OT?
15/16,Fri Apr 1 2016,TOR,99,MEM,95,N/A
12/13,Wed Feb 6 2013,BOS,99,TOR,95,N/A
12/13,Wed Oct 31 2012,SAS,99,NOH,95,N/A
17/18,Sun Mar 4 2018,IND,98,WAS,95,N/A
17/18,Wed Jan 24 2018,UTA,98,DET,95,OT
16/17,Fri Mar 17 2017,BOS,98,BRK,95,N/A
16/17,Thu Nov 10 2016,CHI,98,MIA,95,N/A
15/16,Fri Feb 19 2016,CHO,98,MIL,95,N/A
15/16,Fri Feb 5 2016,MIA,98,CHO,95,N/A
15/16,Fri Jan 15 2016,MIA,98,DEN,95,N/A
15/16,Wed Dec 9 2015,ATL,98,DAL,95,N/A
13/14,Tue Feb 11 2014,OKC,98,POR,95,N/A
12/13,Mon Jan 21 2013,WAS,98,POR,95,N/A
12/13,Sat Dec 29 2012,NOH,98,CHA,95,N/A
12/13,Wed Mar 20 2013,MIA,98,CLE,95,N/A
17/18,Fri Dec 29 2017,MIL,97,OKC,95,N/A
17/18,Sat Nov 25 2017,LAC,97,SAC,95,N/A
16/17,Mon Jan 23 2017,OKC,97,UTA,95,N/A
15/16,Sat Nov 21 2015,WAS,97,DET,95,N/A
14/15,Mon Nov 24 2014,CHI,97,UTA,95,N/A
14/15,Wed Nov 12 2014,ORL,97,NYK,95,N/A
13/14,Tue Dec 3 2013,OKC,97,SAC,95,N/A
12/13,Thu Jan 24 2013,TOR,97,ORL,95,N/A
12/13,Wed Dec 12 2012,GSW,97,MIA,95,N/A
16/17,Wed Dec 21 2016,DAL,96,POR,95,N/A
15/16,Fri Feb 26 2016,CHO,96,IND,95,N/A
13/14,Wed Mar 12 2014,BRK,96,MIA,95,N/A
12/13,Mon Apr 15 2013,MIA,96,CLE,95,N/A
12/13,Wed Feb 13 2013,SAS,96,CLE,95,N/A
12/13,Wed Feb 27 2013,DET,96,WAS,95,N/A
17/18,Fri Nov 3 2017,MIA,94,DEN,95,N/A
17/18,Mon Dec 18 2017,DEN,94,OKC,95,N/A
17/18,Sun Nov 12 2017,TOR,94,BOS,95,N/A
16/17,Thu Dec 1 2016,ORL,94,MEM,95,N/A
12/13,Fri Dec 7 2012,BOS,94,PHI,95,OT
12/13,Sun Dec 16 2012,NOH,94,POR,95,N/A
12/13,Sun Mar 31 2013,DET,94,CHI,95,N/A
12/13,Thu Apr 4 2013,DAL,94,DEN,95,N/A
12/13,Wed Jan 16 2013,WAS,94,SAC,95,N/A
15/16,Sun Dec 6 2015,PHX,93,MEM,95,N/A
15/16,Wed Nov 11 2015,NYK,93,CHO,95,N/A
14/15,Tue Apr 14 2015,TOR,93,BOS,95,N/A
14/15,Wed Dec 3 2014,SAS,93,BRK,95,OT
14/15,Wed Dec 31 2014,NOP,93,SAS,95,OT
14/15,Wed Feb 11 2015,WAS,93,TOR,95,N/A
13/14,Sat Feb 1 2014,SAC,93,SAS,95,N/A
13/14,Wed Dec 11 2013,DAL,93,GSW,95,N/A
17/18,Mon Dec 4 2017,MIN,92,MEM,95,N/A
16/17,Fri Nov 4 2016,ATL,92,WAS,95,N/A
15/16,Sun Jan 10 2016,CHO,92,DEN,95,N/A
14/15,Fri Mar 20 2015,IND,92,CLE,95,N/A
14/15,Mon Jan 5 2015,CLE,92,PHI,95,N/A
14/15,Sat Nov 22 2014,DAL,92,HOU,95,N/A
14/15,Wed Mar 11 2015,MEM,92,BOS,95,N/A
13/14,Wed Apr 16 2014,TOR,92,NYK,95,N/A
13/14,Wed Jan 15 2014,CHA,92,PHI,95,N/A
12/13,Sun Dec 23 2012,PHI,92,BRK,95,N/A
12/13,Wed Apr 17 2013,WAS,92,CHI,95,N/A
17/18,Sat Jan 27 2018,CHO,91,MIA,95,N/A
16/17,Thu Dec 8 2016,SAS,91,CHI,95,N/A
16/17,Tue Mar 28 2017,PHX,91,ATL,95,N/A
15/16,Mon Dec 28 2015,PHI,91,UTA,95,N/A
15/16,Tue Jan 12 2016,NOP,91,LAL,95,N/A
14/15,Fri Dec 19 2014,BRK,91,CLE,95,N/A
14/15,Wed Apr 1 2015,CHI,91,MIL,95,N/A
13/14,Wed Jan 22 2014,LAC,91,CHA,95,N/A
13/14,Wed Nov 20 2013,BRK,91,CHA,95,N/A
12/13,Tue Jan 22 2013,BOS,90,CLE,95,N/A
12/13,Tue Mar 12 2013,WAS,90,CLE,95,N/A
12/13,Tue Nov 20 2012,BRK,90,LAL,95,N/A
17/18,Tue Dec 12 2017,SAS,89,DAL,95,N/A
16/17,Tue Apr 4 2017,MEM,89,SAS,95,OT
16/17,Wed Dec 14 2016,IND,89,MIA,95,N/A
15/16,Fri Mar 11 2016,BRK,89,PHI,95,N/A
14/15,Sat Mar 7 2015,MEM,89,NOP,95,N/A
12/13,Wed Jan 2 2013,PHI,89,PHX,95,N/A
17/18,Mon Jan 15 2018,SAC,88,OKC,95,N/A
16/17,Fri Mar 31 2017,WAS,88,UTA,95,N/A
14/15,Fri Feb 27 2015,ORL,88,ATL,95,N/A
14/15,Fri Mar 13 2015,ORL,88,BOS,95,N/A
14/15,Sat Jan 31 2015,POR,88,MIL,95,N/A
14/15,Sat Nov 15 2014,DET,88,MEM,95,N/A
13/14,Mon Nov 4 2013,BOS,88,MEM,95,N/A
13/14,Sun Mar 9 2014,MIA,88,CHI,95,OT
12/13,Fri Jan 18 2013,GSW,88,SAS,95,N/A
12/13,Mon Jan 7 2013,SAS,88,NOH,95,N/A
16/17,Sat Nov 19 2016,DAL,87,ORL,95,N/A
15/16,Sun Nov 15 2015,NOP,87,NYK,95,N/A
15/16,Thu Apr 7 2016,TOR,87,ATL,95,N/A
14/15,Sat Jan 10 2015,MIL,87,CHI,95,N/A
14/15,Tue Dec 30 2014,SAS,87,MEM,95,N/A
13/14,Tue Dec 17 2013,SAC,87,CHA,95,N/A
16/17,Sat Mar 18 2017,UTA,86,CHI,95,N/A
14/15,Tue Feb 10 2015,BRK,86,MEM,95,N/A
14/15,Wed Jan 28 2015,CHO,86,SAS,95,N/A
12/13,Wed Nov 7 2012,LAL,86,UTA,95,N/A
13/14,Tue Mar 25 2014,POR,85,ORL,95,N/A
12/13,Fri Dec 14 2012,PHI,85,IND,95,N/A
12/13,Fri Nov 30 2012,MIL,85,MIN,95,N/A
12/13,Sat Apr 13 2013,MIL,85,CHA,95,N/A
14/15,Fri Feb 20 2015,NOP,84,ORL,95,N/A
15/16,Sat Mar 12 2016,MEM,83,ATL,95,N/A
14/15,Wed Apr 15 2015,IND,83,MEM,95,N/A
12/13,Fri Apr 5 2013,NOH,83,UTA,95,N/A
12/13,Mon Jan 21 2013,LAL,83,CHI,95,N/A
16/17,Tue Mar 21 2017,MEM,82,NOP,95,N/A
14/15,Mon Dec 15 2014,ORL,82,TOR,95,N/A
13/14,Wed Jan 1 2014,IND,82,TOR,95,N/A
12/13,Sat Jan 5 2013,MIL,80,IND,95,N/A
14/15,Thu Jan 15 2015,NYK,79,MIL,95,N/A
14/15,Wed Dec 10 2014,PHI,79,ATL,95,N/A
13/14,Mon Nov 11 2013,MEM,79,IND,95,N/A
15/16,Mon Nov 23 2015,NYK,78,MIA,95,N/A
12/13,Fri Mar 8 2013,WAS,78,BRK,95,N/A
12/13,Fri Dec 14 2012,DAL,74,TOR,95,N/A
13/14,Sun Nov 24 2013,UTA,73,OKC,95,N/A
12/13,Tue Mar 19 2013,ORL,73,IND,95,N/A
15/16,Wed Dec 2 2015,MIL,70,SAS,95,N/A
16/17,Fri Nov 25 2016,ATL,68,UTA,95,N/A
13/14,Thu Mar 6 2014,LAC,142,LAL,94,N/A
16/17,Wed Feb 8 2017,UTA,127,NOP,94,N/A
14/15,Tue Mar 10 2015,CLE,127,DAL,94,N/A
16/17,Wed Dec 7 2016,CLE,126,NYK,94,N/A
15/16,Wed Jan 20 2016,GSW,125,CHI,94,N/A
12/13,Sat Dec 29 2012,OKC,124,HOU,94,N/A
13/14,Wed Dec 25 2013,OKC,123,NYK,94,N/A
13/14,Tue Dec 10 2013,MIN,121,DET,94,N/A
16/17,Wed Dec 28 2016,MIL,119,DET,94,N/A
12/13,Sat Feb 23 2013,CLE,118,ORL,94,N/A
12/13,Fri Mar 8 2013,OKC,116,CHA,94,N/A
16/17,Fri Mar 10 2017,HOU,115,CHI,94,N/A
15/16,Thu Mar 31 2016,ORL,114,IND,94,N/A
13/14,Mon Mar 24 2014,DET,114,UTA,94,N/A
16/17,Thu Dec 1 2016,LAC,113,CLE,94,N/A
16/17,Wed Oct 26 2016,SAC,113,PHX,94,N/A
16/17,Tue Nov 22 2016,NOP,112,ATL,94,N/A
15/16,Tue Nov 24 2015,LAC,111,DEN,94,N/A
17/18,Sun Feb 25 2018,SAS,110,CLE,94,N/A
16/17,Sun Apr 2 2017,BOS,110,NYK,94,N/A
13/14,Sat Jan 4 2014,MIA,110,ORL,94,N/A
17/18,Mon Jan 15 2018,IND,109,UTA,94,N/A
17/18,Sat Dec 23 2017,NOP,109,MIA,94,N/A
17/18,Sun Feb 4 2018,MIL,109,BRK,94,N/A
16/17,Mon Jan 9 2017,OKC,109,CHI,94,N/A
16/17,Sun Mar 26 2017,CHI,109,MIL,94,N/A
16/17,Wed Dec 7 2016,IND,109,PHX,94,N/A
14/15,Wed Nov 12 2014,OKC,109,BOS,94,N/A
17/18,Fri Jan 12 2018,GSW,108,MIL,94,N/A
17/18,Fri Jan 5 2018,CHO,108,LAL,94,N/A
15/16,Fri Dec 18 2015,TOR,108,MIA,94,N/A
15/16,Thu Nov 5 2015,CHO,108,DAL,94,N/A
12/13,Mon Mar 25 2013,MIA,108,ORL,94,N/A
16/17,Sun Jan 29 2017,WAS,107,NOP,94,N/A
13/14,Sat Nov 9 2013,LAC,107,HOU,94,N/A
12/13,Fri Mar 15 2013,MIA,107,MIL,94,N/A
16/17,Tue Dec 27 2016,OKC,106,MIA,94,N/A
16/17,Wed Jan 4 2017,CHI,106,CLE,94,N/A
15/16,Sat Mar 5 2016,UTA,106,NOP,94,N/A
15/16,Tue Oct 27 2015,DET,106,ATL,94,N/A
14/15,Sat Nov 22 2014,NOP,106,UTA,94,N/A
14/15,Sun Jan 11 2015,POR,106,LAL,94,N/A
13/14,Sun Dec 8 2013,TOR,106,LAL,94,N/A
16/17,Fri Nov 11 2016,CLE,105,WAS,94,N/A
14/15,Wed Jan 14 2015,NOP,105,DET,94,N/A
13/14,Mon Dec 9 2013,POR,105,UTA,94,N/A
13/14,Wed Mar 5 2014,CHI,105,DET,94,N/A
15/16,Sat Feb 27 2016,SAS,104,HOU,94,N/A
15/16,Sun Dec 20 2015,SAC,104,TOR,94,N/A
15/16,Wed Dec 16 2015,NOP,104,UTA,94,N/A
14/15,Mon Dec 29 2014,MIL,104,CHO,94,OT
14/15,Sat Feb 28 2015,BRK,104,DAL,94,N/A
12/13,Fri Nov 2 2012,MEM,104,GSW,94,N/A
12/13,Wed Feb 6 2013,SAS,104,MIN,94,N/A
15/16,Fri Feb 26 2016,WAS,103,PHI,94,N/A
15/16,Mon Jan 4 2016,BOS,103,BRK,94,N/A
15/16,Sat Nov 7 2015,GSW,103,SAC,94,N/A
15/16,Thu Dec 3 2015,ORL,103,UTA,94,N/A
15/16,Tue Nov 3 2015,ORL,103,NOP,94,N/A
13/14,Fri Mar 14 2014,CLE,103,GSW,94,N/A
13/14,Mon Nov 11 2013,ATL,103,CHA,94,N/A
12/13,Tue Jan 1 2013,DAL,103,WAS,94,N/A
17/18,Mon Mar 26 2018,BOS,102,PHX,94,N/A
16/17,Thu Oct 27 2016,SAS,102,SAC,94,N/A
14/15,Sat Dec 27 2014,ORL,102,CHO,94,N/A
13/14,Mon Jan 20 2014,IND,102,GSW,94,N/A
13/14,Thu Jan 30 2014,PHX,102,IND,94,N/A
13/14,Tue Nov 5 2013,SAS,102,DEN,94,N/A
13/14,Wed Mar 19 2014,CHI,102,PHI,94,N/A
12/13,Fri Dec 28 2012,ATL,102,CLE,94,N/A
12/13,Mon Dec 3 2012,ORL,102,GSW,94,N/A
17/18,Fri Nov 3 2017,BOS,101,OKC,94,N/A
16/17,Fri Dec 9 2016,TOR,101,BOS,94,N/A
15/16,Thu Mar 17 2016,TOR,101,IND,94,OT
14/15,Fri Dec 19 2014,UTA,101,ORL,94,N/A
14/15,Sun Nov 23 2014,DEN,101,LAL,94,OT
14/15,Thu Mar 12 2015,NYK,101,LAL,94,N/A
13/14,Fri Mar 14 2014,IND,101,PHI,94,N/A
12/13,Tue Dec 11 2012,DEN,101,DET,94,N/A
12/13,Wed Nov 21 2012,DEN,101,MIN,94,N/A
16/17,Sun Nov 6 2016,POR,100,MEM,94,N/A
14/15,Sun Dec 14 2014,LAL,100,MIN,94,N/A
14/15,Wed Jan 14 2015,LAC,100,POR,94,N/A
12/13,Fri Feb 8 2013,NYK,100,MIN,94,N/A
12/13,Mon Jan 21 2013,HOU,100,CHA,94,N/A
12/13,Wed Dec 12 2012,LAC,100,CHA,94,N/A
17/18,Fri Nov 3 2017,NOP,99,DAL,94,N/A
17/18,Tue Mar 20 2018,ATL,99,UTA,94,N/A
16/17,Thu Jan 5 2017,ATL,99,NOP,94,N/A
16/17,Tue Dec 13 2016,MIN,99,CHI,94,N/A
15/16,Thu Mar 17 2016,WAS,99,PHI,94,N/A
15/16,Wed Jan 6 2016,DET,99,BOS,94,N/A
14/15,Sat Jan 31 2015,SAC,99,IND,94,N/A
13/14,Wed Nov 27 2013,LAL,99,BRK,94,N/A
12/13,Fri Dec 21 2012,MIL,99,BOS,94,OT
12/13,Fri Mar 22 2013,NYK,99,TOR,94,N/A
17/18,Wed Dec 27 2017,DAL,98,IND,94,N/A
16/17,Fri Mar 31 2017,NYK,98,MIA,94,N/A
15/16,Sun Dec 27 2015,POR,98,SAC,94,N/A
13/14,Tue Dec 31 2013,POR,98,OKC,94,N/A
12/13,Thu Jan 17 2013,MIL,98,PHX,94,N/A
12/13,Wed Mar 13 2013,MIA,98,PHI,94,N/A
17/18,Wed Mar 28 2018,BOS,97,UTA,94,N/A
15/16,Tue Jan 19 2016,IND,97,PHX,94,N/A
13/14,Mon Dec 30 2013,MIA,97,DEN,94,N/A
12/13,Thu Dec 6 2012,DAL,97,PHX,94,N/A
12/13,Wed Dec 26 2012,NOH,97,ORL,94,N/A
12/13,Wed Feb 20 2013,BRK,97,MIL,94,N/A
12/13,Wed Jan 2 2013,SAC,97,CLE,94,N/A
14/15,Mon Dec 15 2014,MIL,96,PHX,94,N/A
14/15,Sun Dec 7 2014,OKC,96,DET,94,N/A
13/14,Sat Apr 5 2014,CHA,96,CLE,94,OT
12/13,Mon Jan 28 2013,SAC,96,WAS,94,N/A
12/13,Wed Jan 2 2013,CHI,96,ORL,94,N/A
17/18,Wed Nov 22 2017,DAL,95,MEM,94,N/A
13/14,Wed Jan 29 2014,PHI,95,BOS,94,N/A
12/13,Thu Mar 7 2013,OKC,95,NYK,94,N/A
17/18,Wed Jan 17 2018,NOP,93,ATL,94,N/A
14/15,Sun Nov 23 2014,CHO,93,MIA,94,N/A
13/14,Sat Feb 22 2014,NOP,93,WAS,94,N/A
15/16,Mon Nov 9 2015,MEM,92,LAC,94,N/A
14/15,Wed Nov 5 2014,ATL,92,SAS,94,N/A
12/13,Mon Nov 5 2012,GSW,92,SAC,94,N/A
12/13,Wed Feb 13 2013,PHI,92,MIL,94,N/A
15/16,Tue Dec 1 2015,PHX,91,BRK,94,N/A
15/16,Wed Dec 30 2015,WAS,91,TOR,94,N/A
14/15,Sat Nov 15 2014,SAS,91,SAC,94,N/A
13/14,Sun Mar 2 2014,UTA,91,IND,94,N/A
13/14,Wed Nov 13 2013,MIL,91,ORL,94,N/A
12/13,Mon Feb 11 2013,BOS,91,CHA,94,N/A
12/13,Sun Dec 23 2012,MIN,91,NYK,94,N/A
12/13,Wed Nov 28 2012,CHA,91,ATL,94,N/A
16/17,Mon Nov 14 2016,MIA,90,SAS,94,N/A
16/17,Sun Feb 12 2017,SAS,90,NYK,94,N/A
16/17,Wed Jan 18 2017,TOR,89,PHI,94,N/A
14/15,Fri Oct 31 2014,SAS,89,PHX,94,N/A
14/15,Sat Mar 28 2015,OKC,89,UTA,94,N/A
13/14,Fri Jan 17 2014,MIN,89,TOR,94,N/A
13/14,Mon Mar 17 2014,BOS,89,DAL,94,N/A
13/14,Sat Feb 8 2014,MIA,89,UTA,94,N/A
12/13,Fri Jan 18 2013,ATL,89,BRK,94,N/A
17/18,Fri Mar 9 2018,ORL,88,SAC,94,N/A
17/18,Sun Apr 1 2018,ORL,88,ATL,94,N/A
15/16,Fri Dec 25 2015,NOP,88,MIA,94,OT
15/16,Fri Mar 4 2016,UTA,88,MEM,94,N/A
14/15,Sun Feb 8 2015,ATL,88,MEM,94,N/A
13/14,Wed Nov 27 2013,SAS,88,OKC,94,N/A
16/17,Thu Mar 2 2017,GSW,87,CHI,94,N/A
14/15,Thu Feb 5 2015,WAS,87,CHO,94,N/A
13/14,Sat Mar 15 2014,SAC,87,CHI,94,N/A
12/13,Sat Jan 19 2013,WAS,87,LAC,94,N/A
12/13,Wed Feb 20 2013,PHI,87,MIN,94,N/A
17/18,Tue Nov 7 2017,OKC,86,SAC,94,N/A
15/16,Sat Nov 7 2015,BRK,86,MIL,94,N/A
14/15,Sat Apr 11 2015,MEM,86,LAC,94,N/A
12/13,Fri Mar 1 2013,GSW,86,BOS,94,N/A
15/16,Mon Mar 14 2016,CLE,85,UTA,94,N/A
14/15,Fri Jan 16 2015,LAL,85,UTA,94,N/A
13/14,Mon Dec 9 2013,ORL,85,MEM,94,N/A
12/13,Tue Oct 30 2012,WAS,84,CLE,94,N/A
14/15,Fri Mar 27 2015,LAL,83,TOR,94,N/A
14/15,Wed Mar 18 2015,DET,83,PHI,94,N/A
13/14,Tue Mar 11 2014,BOS,83,IND,94,N/A
12/13,Tue Apr 9 2013,MIL,83,MIA,94,N/A
15/16,Sat Jan 2 2016,DET,82,IND,94,N/A
13/14,Thu Jan 2 2014,BOS,82,CHI,94,N/A
13/14,Fri Mar 28 2014,SAC,81,OKC,94,N/A
12/13,Sat Nov 10 2012,PHX,81,UTA,94,N/A
17/18,Mon Mar 5 2018,ORL,80,UTA,94,N/A
15/16,Wed Dec 30 2015,UTA,80,MIN,94,N/A
13/14,Mon Mar 31 2014,BOS,80,CHI,94,N/A
13/14,Fri Nov 8 2013,CLE,79,PHI,94,N/A
14/15,Fri Mar 27 2015,DAL,76,SAS,94,N/A
14/15,Thu Mar 5 2015,DAL,75,POR,94,N/A
12/13,Fri Jan 4 2013,IND,75,BOS,94,N/A
12/13,Tue Apr 9 2013,CHA,75,MEM,94,N/A
14/15,Sun Mar 1 2015,PHI,74,IND,94,N/A
14/15,Mon Mar 16 2015,CHO,66,UTA,94,N/A
13/14,Wed Apr 2 2014,CHA,123,PHI,93,N/A
17/18,Tue Apr 10 2018,CHO,119,IND,93,N/A
17/18,Mon Apr 9 2018,OKC,115,MIA,93,N/A
12/13,Sat Dec 15 2012,GSW,115,ATL,93,N/A
17/18,Sat Oct 21 2017,ORL,114,CLE,93,N/A
15/16,Wed Jan 20 2016,SAC,112,LAL,93,N/A
16/17,Thu Dec 1 2016,MIL,111,BRK,93,N/A
15/16,Mon Dec 7 2015,BOS,111,NOP,93,N/A
12/13,Wed Mar 27 2013,BRK,111,POR,93,N/A
14/15,Sat Nov 22 2014,TOR,110,CLE,93,N/A
14/15,Thu Nov 20 2014,LAC,110,MIA,93,N/A
12/13,Wed Jan 2 2013,BRK,110,OKC,93,N/A
17/18,Fri Oct 27 2017,HOU,109,CHO,93,N/A
14/15,Wed Feb 4 2015,BRK,109,TOR,93,N/A
13/14,Fri Apr 4 2014,PHX,109,POR,93,N/A
17/18,Wed Jan 24 2018,TOR,108,ATL,93,N/A
16/17,Tue Dec 20 2016,NOP,108,PHI,93,N/A
14/15,Sat Jan 10 2015,SAS,108,MIN,93,N/A
14/15,Sat Jan 31 2015,DAL,108,ORL,93,N/A
12/13,Mon Mar 11 2013,DEN,108,PHX,93,N/A
17/18,Fri Jan 26 2018,POR,107,DAL,93,N/A
15/16,Fri Feb 5 2016,LAC,107,ORL,93,N/A
15/16,Sat Mar 26 2016,CLE,107,NYK,93,N/A
15/16,Sun Nov 22 2015,POR,107,LAL,93,N/A
14/15,Mon Nov 17 2014,ORL,107,DET,93,N/A
14/15,Wed Feb 11 2015,IND,106,NOP,93,N/A
13/14,Wed Nov 6 2013,GSW,106,MIN,93,N/A
14/15,Wed Jan 7 2015,HOU,105,CLE,93,N/A
13/14,Tue Dec 17 2013,OKC,105,DEN,93,N/A
12/13,Sun Mar 17 2013,ATL,105,BRK,93,N/A
17/18,Sun Mar 25 2018,BOS,104,SAC,93,N/A
14/15,Mon Nov 3 2014,HOU,104,PHI,93,N/A
14/15,Sun Nov 30 2014,GSW,104,DET,93,N/A
14/15,Wed Oct 29 2014,HOU,104,UTA,93,N/A
13/14,Sat Nov 2 2013,HOU,104,UTA,93,N/A
12/13,Fri Mar 22 2013,POR,104,ATL,93,N/A
15/16,Sun Nov 1 2015,DAL,103,LAL,93,N/A
13/14,Fri Dec 13 2013,UTA,103,DEN,93,N/A
13/14,Tue Feb 18 2014,TOR,103,WAS,93,N/A
12/13,Sat Mar 9 2013,MIL,103,GSW,93,N/A
17/18,Sat Dec 16 2017,BOS,102,MEM,93,N/A
17/18,Wed Nov 15 2017,WAS,102,MIA,93,N/A
15/16,Sat Nov 7 2015,MIN,102,CHI,93,OT
15/16,Wed Nov 25 2015,MEM,102,HOU,93,N/A
14/15,Tue Feb 24 2015,CLE,102,DET,93,N/A
17/18,Mon Mar 26 2018,MEM,101,MIN,93,N/A
15/16,Sat Mar 19 2016,DEN,101,CHO,93,N/A
13/14,Sun Dec 15 2013,MIN,101,MEM,93,N/A
12/13,Wed Apr 10 2013,BRK,101,BOS,93,N/A
17/18,Mon Nov 13 2017,LAL,100,PHX,93,N/A
17/18,Sat Mar 24 2018,LAL,100,MEM,93,N/A
17/18,Sun Nov 26 2017,MIA,100,CHI,93,N/A
16/17,Fri Jan 6 2017,HOU,100,ORL,93,N/A
16/17,Tue Mar 21 2017,SAS,100,MIN,93,N/A
16/17,Wed Apr 12 2017,DAL,100,MEM,93,N/A
15/16,Sun Feb 7 2016,LAC,100,MIA,93,N/A
14/15,Sun Mar 8 2015,DAL,100,LAL,93,N/A
14/15,Thu Nov 13 2014,CHI,100,TOR,93,N/A
13/14,Wed Nov 27 2013,MEM,100,BOS,93,N/A
12/13,Fri Feb 8 2013,LAL,100,CHA,93,N/A
16/17,Mon Nov 21 2016,BOS,99,MIN,93,N/A
15/16,Sat Dec 26 2015,BOS,99,DET,93,N/A
15/16,Tue Apr 12 2016,MIA,99,DET,93,N/A
14/15,Wed Nov 26 2014,MEM,99,LAL,93,N/A
13/14,Tue Feb 25 2014,TOR,99,CLE,93,N/A
13/14,Wed Mar 26 2014,PHX,99,WAS,93,N/A
12/13,Fri Mar 15 2013,LAL,99,IND,93,N/A
12/13,Sun Mar 3 2013,MIA,99,NYK,93,N/A
17/18,Fri Mar 16 2018,SAC,98,GSW,93,N/A
15/16,Sat Dec 12 2015,BOS,98,CHO,93,N/A
14/15,Fri Dec 5 2014,ORL,98,UTA,93,N/A
14/15,Tue Dec 2 2014,BRK,98,NYK,93,N/A
14/15,Wed Jan 14 2015,SAS,98,CHO,93,N/A
14/15,Wed Mar 4 2015,POR,98,LAC,93,OT
13/14,Sun Mar 30 2014,TOR,98,ORL,93,N/A
12/13,Sat Jan 19 2013,SAS,98,ATL,93,N/A
12/13,Thu Nov 15 2012,MIA,98,DEN,93,N/A
17/18,Fri Jan 26 2018,UTA,97,TOR,93,N/A
12/13,Sat Jan 19 2013,SAC,97,CHA,93,N/A
12/13,Sun Dec 23 2012,UTA,97,ORL,93,N/A
12/13,Wed Feb 13 2013,UTA,97,MIN,93,N/A
15/16,Tue Dec 1 2015,ORL,96,MIN,93,N/A
12/13,Fri Apr 12 2013,LAC,96,NOH,93,N/A
14/15,Mon Feb 9 2015,SAS,95,IND,93,N/A
14/15,Sun Jan 18 2015,NOP,95,TOR,93,N/A
14/15,Wed Mar 25 2015,HOU,95,NOP,93,N/A
13/14,Mon Apr 14 2014,CHA,95,ATL,93,N/A
13/14,Thu Jan 2 2014,BRK,95,OKC,93,N/A
12/13,Fri Apr 5 2013,TOR,95,MIN,93,N/A
17/18,Fri Apr 6 2018,SAC,94,MEM,93,N/A
16/17,Wed Dec 21 2016,SAC,94,UTA,93,N/A
16/17,Fri Jan 20 2017,POR,92,PHI,93,N/A
16/17,Sun Oct 30 2016,DAL,92,HOU,93,N/A
14/15,Sat Jan 10 2015,IND,92,PHI,93,N/A
14/15,Sat Nov 8 2014,MEM,92,MIL,93,N/A
13/14,Mon Nov 4 2013,MIN,92,CLE,93,N/A
13/14,Sun Feb 9 2014,IND,92,ORL,93,N/A
12/13,Wed Jan 30 2013,TOR,92,ATL,93,N/A
16/17,Tue Jan 3 2017,MIN,91,PHI,93,N/A
13/14,Mon Mar 24 2014,POR,91,MIA,93,N/A
13/14,Sun Jan 19 2014,BOS,91,ORL,93,N/A
16/17,Mon Feb 6 2017,OKC,90,IND,93,N/A
14/15,Thu Oct 30 2014,OKC,90,LAC,93,N/A
14/15,Wed Jan 7 2015,ORL,90,DEN,93,N/A
12/13,Fri Dec 21 2012,ORL,90,TOR,93,N/A
16/17,Mon Nov 21 2016,ORL,89,MIL,93,N/A
15/16,Wed Nov 18 2015,TOR,89,UTA,93,N/A
12/13,Fri Feb 1 2013,CHI,89,BRK,93,N/A
12/13,Wed Nov 21 2012,CHI,89,HOU,93,N/A
12/13,Sat Dec 1 2012,PHI,88,CHI,93,N/A
12/13,Thu Jan 24 2013,LAC,88,PHX,93,N/A
17/18,Wed Dec 13 2017,MEM,87,WAS,93,N/A
15/16,Mon Dec 28 2015,ATL,87,IND,93,N/A
13/14,Wed Oct 30 2013,BOS,87,TOR,93,N/A
12/13,Sun Apr 14 2013,BRK,87,TOR,93,N/A
12/13,Wed Oct 31 2012,SAC,87,CHI,93,N/A
14/15,Fri Feb 27 2015,CLE,86,IND,93,N/A
14/15,Mon Dec 15 2014,CHI,86,ATL,93,N/A
13/14,Sat Feb 22 2014,BRK,86,GSW,93,N/A
13/14,Tue Jan 21 2014,BOS,86,MIA,93,N/A
16/17,Wed Dec 14 2016,CLE,85,MEM,93,N/A
15/16,Sat Mar 12 2016,OKC,85,SAS,93,N/A
14/15,Tue Mar 10 2015,DET,85,LAL,93,N/A
13/14,Wed Jan 22 2014,DAL,85,TOR,93,N/A
13/14,Wed Nov 20 2013,DET,85,ATL,93,N/A
12/13,Fri Nov 9 2012,HOU,85,MEM,93,N/A
12/13,Mon Jan 28 2013,CHA,85,CHI,93,N/A
12/13,Sat Dec 8 2012,NYK,85,CHI,93,N/A
15/16,Fri Jan 1 2016,PHI,84,LAL,93,N/A
14/15,Sun Dec 14 2014,UTA,84,WAS,93,N/A
13/14,Sun Feb 9 2014,SAC,84,WAS,93,N/A
12/13,Wed Feb 6 2013,PHX,84,NOH,93,N/A
13/14,Mon Mar 31 2014,TOR,83,MIA,93,N/A
12/13,Sat Jan 12 2013,ATL,83,WAS,93,N/A
14/15,Mon Jan 19 2015,DET,82,ATL,93,N/A
12/13,Thu Feb 28 2013,PHI,82,CHI,93,N/A
17/18,Thu Jan 11 2018,SAS,81,LAL,93,N/A
14/15,Fri Oct 31 2014,PHI,81,MIL,93,N/A
14/15,Mon Nov 3 2014,NOP,81,MEM,93,N/A
13/14,Sun Feb 9 2014,NOP,81,BRK,93,N/A
15/16,Mon Nov 16 2015,POR,80,SAS,93,N/A
13/14,Wed Nov 27 2013,NYK,80,LAC,93,N/A
