game_date,season,Visitor/Neutral,Home/Neutral,point_spread_visitor,point_spread_home,spread_odds_visitor,spread_odds_home,ml_odds_visitor,ml_odds_home,total,total_odds_visitor,total_odds_home
2/6/2013,12/13,PHX,NOP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/1/2013,12/13,NOP,DEN,8,-8,-115,-105,#N/A,#N/A,205,-115,-105
1/21/2013,12/13,SAC,NOP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/16/2013,12/13,NOP,BOS,8.5,-8.5,-110,-110,#N/A,#N/A,182,-110,-110
1/15/2013,12/13,NOP,PHI,3.5,-3.5,-115,-105,135,-155,183,-115,-105
1/9/2013,12/13,HOU,NOP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/2/2013,12/13,NOP,HOU,10,-10,-110,-110,#N/A,#N/A,203,-105,-115
12/22/2012,12/13,IND,NOP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/19/2012,12/13,NOP,LAC,13.5,-13.5,-105,-115,#N/A,#N/A,190,-110,-110
12/12/2012,12/13,NOP,OKC,14.5,-14.5,-105,-115,#N/A,#N/A,196,-115,-105
12/11/2012,12/13,WAS,NOP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/5/2012,12/13,LAL,NOP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/23/2012,12/13,NOP,PHX,5.5,-5.5,-110,-110,#N/A,#N/A,195,-110,-110
11/20/2012,12/13,NYK,NOP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/3/2012,12/13,NOP,CHI,9.5,-9.5,-110,-110,400,-600,182,-110,-110
4/9/2013,12/13,TOR,CHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/27/2013,12/13,MIA,CHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/23/2013,12/13,IND,CHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/10/2013,12/13,CHI,LAL,5,-5,-105,-115,180,-220,194,-105,-115
2/1/2013,12/13,CHI,BKN,5,-5,-110,-110,175,-210,181,-105,-115
1/30/2013,12/13,CHI,MIL,1,-1,-110,-110,#N/A,#N/A,191,-105,-115
1/26/2013,12/13,CHI,WAS,-1.5,1.5,-110,-110,#N/A,#N/A,184,-110,-110
1/19/2013,12/13,MEM,CHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/16/2013,12/13,CHI,TOR,-5,5,-110,-110,#N/A,#N/A,183,-110,-110
12/15/2012,12/13,BKN,CHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/12/2012,12/13,CHI,PHI,2.5,-2.5,-115,-105,#N/A,#N/A,181,-105,-115
12/4/2012,12/13,IND,CHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/17/2012,12/13,CHI,LAC,6.5,-6.5,-115,-105,230,-270,191,-110,-110
11/6/2012,12/13,ORL,CHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/3/2012,12/13,NOP,CHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
,12/13,SAC,CHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/23/2013,12/13,BKN,LAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/6/2013,12/13,MIL,LAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/1/2013,12/13,LAC,TOR,-4,4,-110,-110,#N/A,#N/A,194,-105,-115
1/27/2013,12/13,POR,LAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/12/2013,12/13,ORL,LAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/25/2012,12/13,DEN,LAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/21/2012,12/13,SAC,LAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/19/2012,12/13,NOP,LAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/17/2012,12/13,CHI,LAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/9/2013,12/13,NOP,LAL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/5/2013,12/13,MEM,LAL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/2/2013,12/13,DAL,LAL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/10/2013,12/13,CHI,LAL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/28/2013,12/13,MIN,LAL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/24/2013,12/13,LAL,DAL,3,-3,-115,-105,#N/A,#N/A,211,-115,-105
2/5/2013,12/13,LAL,BKN,4,-4,-110,-110,#N/A,#N/A,198,-115,-105
1/1/2013,12/13,PHI,LAL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/14/2012,12/13,LAL,WAS,-6.5,6.5,-115,-105,#N/A,#N/A,199,-110,-110
12/11/2012,12/13,LAL,CLE,-7,7,-110,-110,#N/A,#N/A,206,-115,-105
12/7/2012,12/13,LAL,OKC,7.5,-7.5,-105,-115,#N/A,#N/A,212,-110,-110
12/5/2012,12/13,LAL,NOP,-5,5,-115,-105,#N/A,#N/A,195,-110,-110
12/4/2012,12/13,LAL,HOU,0,0,-110,-110,#N/A,#N/A,215,-110,-110
11/30/2012,12/13,DEN,LAL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/20/2012,12/13,BKN,LAL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/18/2012,12/13,HOU,LAL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/7/2012,12/13,LAL,UTA,2.5,-2.5,-110,-110,#N/A,#N/A,198,-110,-110
4/3/2013,12/13,NOP,GSW,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/17/2013,12/13,GSW,HOU,7.5,-7.5,-110,-110,#N/A,#N/A,218,-110,-110
3/13/2013,12/13,DET,GSW,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/1/2013,12/13,GSW,BOS,4,-4,-110,-110,150,-170,197,-115,-105
2/24/2013,12/13,GSW,MIN,-3,3,-105,-115,#N/A,#N/A,206,-105,-115
2/22/2013,12/13,SAS,GSW,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/12/2013,12/13,HOU,GSW,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/9/2013,12/13,GSW,DAL,5,-5,-105,-115,#N/A,#N/A,212,-110,-110
2/6/2013,12/13,GSW,OKC,10.5,-10.5,-105,-115,#N/A,#N/A,214,-115,-105
1/31/2013,12/13,DAL,GSW,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/16/2013,12/13,MIA,GSW,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/13/2013,12/13,GSW,DEN,6.5,-6.5,-115,-105,#N/A,#N/A,210,-105,-115
12/28/2012,12/13,PHI,GSW,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/19/2012,12/13,GSW,SAC,-4,4,-105,-115,#N/A,#N/A,200,-115,-105
12/14/2012,12/13,GSW,ORL,-4.5,4.5,-105,-115,#N/A,#N/A,194,-110,-110
12/5/2012,12/13,GSW,DET,0,0,-110,-110,#N/A,#N/A,193,-110,-110
11/24/2012,12/13,MIN,GSW,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/23/2012,12/13,GSW,DEN,6.5,-6.5,-110,-110,#N/A,#N/A,201,-105,-115
11/7/2012,12/13,CLE,GSW,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/2/2012,12/13,MEM,GSW,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
,12/13,GSW,PHX,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/6/2013,12/13,HOU,DEN,5.5,-5.5,-105,-115,#N/A,#N/A,211,-110,-110
4/3/2013,12/13,HOU,SAC,-4.5,4.5,-105,-115,-175,155,218,-115,-105
4/1/2013,12/13,ORL,HOU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/22/2013,12/13,CLE,HOU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/17/2013,12/13,GSW,HOU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/27/2013,12/13,MIL,HOU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/22/2013,12/13,HOU,BKN,-2,2,-110,-110,#N/A,#N/A,208,-110,-110
2/20/2013,12/13,OKC,HOU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/13/2013,12/13,HOU,LAC,10.5,-10.5,-110,-110,#N/A,#N/A,208,-115,-105
2/12/2013,12/13,HOU,GSW,4.5,-4.5,-110,-110,#N/A,#N/A,219,-110,-110
2/8/2013,12/13,POR,HOU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/6/2013,12/13,HOU,MIA,8,-8,-115,-105,#N/A,#N/A,207,-105,-115
1/2/2013,12/13,NOP,HOU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/31/2012,12/13,ATL,HOU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/28/2012,12/13,HOU,SAS,8,-8,-105,-115,#N/A,#N/A,213,-110,-110
12/16/2012,12/13,HOU,TOR,-4.5,4.5,-110,-110,#N/A,#N/A,200,-110,-110
12/14/2012,12/13,BOS,HOU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/12/2012,12/13,WAS,HOU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/8/2012,12/13,DAL,HOU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/4/2012,12/13,LAL,HOU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/1/2012,12/13,UTA,HOU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/23/2012,12/13,NYK,HOU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/19/2012,12/13,HOU,UTA,6.5,-6.5,-110,-110,#N/A,#N/A,197,-105,-115
11/18/2012,12/13,HOU,LAL,7.5,-7.5,-115,-105,#N/A,#N/A,206,-105,-115
11/16/2012,12/13,HOU,POR,2,-2,-105,-115,#N/A,#N/A,198,-105,-115
11/12/2012,12/13,MIA,HOU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/7/2012,12/13,DEN,HOU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/2/2012,12/13,HOU,ATL,5,-5,-110,-110,#N/A,#N/A,203,-110,-110
4/17/2013,12/13,ORL,MIA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/10/2013,12/13,MIA,WAS,3.5,-3.5,-105,-115,#N/A,#N/A,188,-110,-110
4/9/2013,12/13,MIL,MIA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/2/2013,12/13,NYK,MIA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/31/2013,12/13,MIA,SAS,9,-9,-110,-110,#N/A,#N/A,194,-110,-110
3/27/2013,12/13,MIA,CHI,-7,7,-105,-115,#N/A,#N/A,186,-115,-105
3/22/2013,12/13,DET,MIA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/18/2013,12/13,MIA,BOS,-6.5,6.5,-105,-115,-280,240,192,-105,-115
3/15/2013,12/13,MIA,MIL,-6,6,-110,-110,#N/A,#N/A,202,-110,-110
3/10/2013,12/13,IND,MIA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/26/2013,12/13,SAC,MIA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/21/2013,12/13,MIA,CHI,-4,4,-115,-105,#N/A,#N/A,186,-110,-110
2/6/2013,12/13,HOU,MIA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/25/2013,12/13,DET,MIA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/16/2013,12/13,MIA,GSW,-4.5,4.5,-115,-105,#N/A,#N/A,201,-115,-105
12/22/2012,12/13,UTA,MIA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/20/2012,12/13,MIA,DAL,-6.5,6.5,-105,-115,#N/A,#N/A,203,-110,-110
12/4/2012,12/13,MIA,WAS,-10.5,10.5,-105,-115,#N/A,#N/A,195,-105,-115
11/12/2012,12/13,MIA,HOU,-6.5,6.5,-105,-115,#N/A,#N/A,195,-105,-115
11/2/2012,12/13,MIA,NYK,-6.5,6.5,-115,-105,#N/A,#N/A,199,-105,-115
4/15/2013,12/13,DEN,MIL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/9/2013,12/13,MIL,MIA,6.5,-6.5,-105,-115,#N/A,#N/A,197,-110,-110
3/30/2013,12/13,OKC,MIL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/27/2013,12/13,MIL,PHI,-1,1,-110,-110,#N/A,#N/A,199,-110,-110
3/24/2013,12/13,ATL,MIL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/15/2013,12/13,MIA,MIL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/6/2013,12/13,MIL,LAC,10,-10,-110,-110,#N/A,#N/A,206,-115,-105
2/27/2013,12/13,MIL,HOU,8.5,-8.5,-110,-110,#N/A,#N/A,220,-110,-110
2/26/2013,12/13,MIL,DAL,6,-6,-115,-105,200,-240,212,-115,-105
2/23/2013,12/13,ATL,MIL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/5/2013,12/13,MIL,IND,4.5,-4.5,-115,-105,#N/A,#N/A,187,-115,-105
12/14/2012,12/13,MIL,CLE,-3.5,3.5,-105,-115,#N/A,#N/A,196,-115,-105
12/5/2012,12/13,MIL,SAS,9,-9,-110,-110,#N/A,#N/A,202,-115,-105
11/30/2012,12/13,MIL,MIN,2,-2,-115,-105,#N/A,#N/A,194,-115,-105
11/28/2012,12/13,NYK,MIL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/9/2012,12/13,MIL,WAS,-4,4,-110,-110,#N/A,#N/A,192,-115,-105
11/7/2012,12/13,MEM,MIL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/14/2014,13/14,CLE,GSW,9.5,-9.5,-115,-105,#N/A,#N/A,201,-110,-110
3/12/2014,13/14,CLE,PHX,8,-8,-105,-115,300,-400,211,-115,-105
3/8/2014,13/14,NYK,CLE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/7/2014,13/14,CLE,CHA,5,-5,-110,-110,175,-210,198,-110,-110
3/4/2014,13/14,SAS,CLE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/26/2014,13/14,CLE,OKC,15,-15,-110,-110,#N/A,#N/A,205,-115,-105
2/25/2014,13/14,TOR,CLE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/11/2014,13/14,SAC,CLE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/28/2013,13/14,CLE,BOS,4.5,-4.5,-110,-110,#N/A,#N/A,196,-115,-105
12/10/2013,13/14,NYK,CLE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/7/2013,13/14,LAC,CLE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/29/2013,13/14,CLE,BOS,4,-4,-110,-110,#N/A,#N/A,190,-110,-110
11/8/2013,13/14,CLE,PHI,-3,3,-115,-105,#N/A,#N/A,205,-115,-105
11/2/2013,13/14,CLE,IND,8,-8,-110,-110,#N/A,#N/A,188,-110,-110
4/8/2014,13/14,DET,ATL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/4/2014,13/14,CLE,ATL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/2/2014,13/14,CHI,ATL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/24/2014,13/14,PHX,ATL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/23/2014,13/14,ATL,TOR,8,-8,-115,-105,#N/A,#N/A,203,-105,-115
3/21/2014,13/14,NOP,ATL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/13/2014,13/14,MIL,ATL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/2/2014,13/14,ATL,PHX,8.5,-8.5,-110,-110,#N/A,#N/A,217,-110,-110
2/21/2014,13/14,ATL,DET,4,-4,-105,-115,#N/A,#N/A,211,-110,-110
2/5/2014,13/14,ATL,NOP,3,-3,-115,-105,#N/A,#N/A,201,-115,-105
1/20/2014,13/14,MIA,ATL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/23/2013,13/14,ATL,MIA,8,-8,-115,-105,290,-380,206,-110,-110
12/13/2013,13/14,WAS,ATL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/4/2013,13/14,LAC,ATL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/2/2013,13/14,ATL,SAS,12.5,-12.5,-110,-110,#N/A,#N/A,199,-110,-110
11/30/2013,13/14,ATL,WAS,4.5,-4.5,-110,-110,#N/A,#N/A,190,-115,-105
11/27/2013,13/14,ATL,HOU,8,-8,-105,-115,#N/A,#N/A,205,-115,-105
11/16/2013,13/14,ATL,NYK,4,-4,-105,-115,#N/A,#N/A,202,-115,-105
11/15/2013,13/14,PHI,ATL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/9/2013,13/14,ORL,ATL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/5/2014,13/14,BOS,DET,6.5,-6.5,-110,-110,#N/A,#N/A,207,-105,-115
3/16/2014,13/14,BOS,NOP,6,-6,-110,-110,#N/A,#N/A,195,-110,-110
3/12/2014,13/14,NYK,BOS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/7/2014,13/14,BKN,BOS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/5/2014,13/14,GSW,BOS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/24/2014,13/14,BOS,UTA,4.5,-4.5,-110,-110,#N/A,#N/A,191,-115,-105
2/22/2014,13/14,BOS,SAC,8,-8,-105,-115,#N/A,#N/A,198,-105,-115
2/12/2014,13/14,SAS,BOS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/29/2014,13/14,PHI,BOS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/24/2014,13/14,OKC,BOS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/21/2014,13/14,BOS,MIA,9,-9,-105,-115,375,-550,197,-115,-105
1/10/2014,13/14,BOS,GSW,12,-12,-105,-115,#N/A,#N/A,205,-110,-110
12/3/2013,13/14,MIL,BOS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/29/2013,13/14,CLE,BOS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/22/2013,13/14,IND,BOS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/16/2013,13/14,BOS,MIN,10,-10,-105,-115,#N/A,#N/A,203,-105,-115
11/15/2013,13/14,POR,BOS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/6/2013,13/14,UTA,BOS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
,13/14,BOS,TOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/14/2014,13/14,MIA,WAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/26/2014,13/14,PHX,WAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/20/2014,13/14,WAS,POR,5.5,-5.5,-115,-105,#N/A,#N/A,206,-105,-115
3/18/2014,13/14,WAS,SAC,-2,2,-110,-110,#N/A,#N/A,202,-110,-110
3/8/2014,13/14,WAS,MIL,-8,8,-115,-105,-380,290,204,-110,-110
3/5/2014,13/14,UTA,WAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/27/2014,13/14,WAS,TOR,5,-5,-110,-110,#N/A,#N/A,198,-115,-105
2/12/2014,13/14,WAS,HOU,8.5,-8.5,-110,-110,#N/A,#N/A,205,-110,-110
2/3/2014,13/14,POR,WAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/28/2014,13/14,WAS,GSW,8,-8,-105,-115,285,-370,207,-105,-115
1/5/2014,13/14,GSW,WAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/28/2013,13/14,DET,WAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/18/2013,13/14,WAS,BKN,5,-5,-110,-110,#N/A,#N/A,197,-105,-115
12/13/2013,13/14,WAS,ATL,6,-6,-110,-110,#N/A,#N/A,194,-110,-110
11/30/2013,13/14,ATL,WAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/13/2013,13/14,WAS,SAS,10.5,-10.5,-110,-110,#N/A,#N/A,198,-110,-110
11/12/2013,13/14,WAS,DAL,6,-6,-115,-105,190,-230,206,-110,-110
11/10/2013,13/14,WAS,OKC,9,-9,-115,-105,350,-500,205,-105,-115
11/1/2013,13/14,PHI,WAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
,13/14,WAS,DET,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/16/2014,13/14,DET,OKC,14.5,-14.5,-110,-110,#N/A,#N/A,213,-110,-110
4/13/2014,13/14,TOR,DET,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/9/2014,13/14,DET,CLE,7,-7,-110,-110,#N/A,#N/A,207,-115,-105
4/8/2014,13/14,DET,ATL,8,-8,-115,-105,#N/A,#N/A,210,-110,-110
4/5/2014,13/14,BOS,DET,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/29/2014,13/14,DET,PHI,-6,6,-110,-110,#N/A,#N/A,211,-105,-115
3/28/2014,13/14,MIA,DET,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/22/2014,13/14,DET,LAC,13.5,-13.5,-105,-115,#N/A,#N/A,216,-115,-105
3/21/2014,13/14,DET,PHX,8.5,-8.5,-105,-115,#N/A,#N/A,218,-105,-115
2/21/2014,13/14,ATL,DET,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/8/2014,13/14,DEN,DET,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/1/2014,13/14,PHI,DET,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/10/2014,13/14,DET,PHI,-2,2,-110,-110,#N/A,#N/A,216,-110,-110
12/28/2013,13/14,DET,WAS,3.5,-3.5,-110,-110,#N/A,#N/A,204,-110,-110
12/21/2013,13/14,HOU,DET,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/13/2013,13/14,BKN,DET,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/8/2013,13/14,MIA,DET,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
,13/14,WAS,DET,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/16/2014,13/14,UTA,MIN,11.5,-11.5,-110,-110,#N/A,#N/A,211,-110,-110
4/14/2014,13/14,LAL,UTA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/12/2014,13/14,UTA,DEN,9.5,-9.5,-115,-105,#N/A,#N/A,212,-110,-110
3/31/2014,13/14,NYK,UTA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/26/2014,13/14,MEM,UTA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/17/2014,13/14,UTA,HOU,12.5,-12.5,-110,-110,#N/A,#N/A,204,-105,-115
3/8/2014,13/14,UTA,PHI,-7,7,-110,-110,#N/A,#N/A,207,-105,-115
3/5/2014,13/14,UTA,WAS,8,-8,-105,-115,#N/A,#N/A,198,-115,-105
2/24/2014,13/14,BOS,UTA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/21/2014,13/14,UTA,POR,9,-9,-115,-105,#N/A,#N/A,202,-110,-110
2/1/2014,13/14,UTA,LAC,13.5,-13.5,-110,-110,#N/A,#N/A,208,-110,-110
